,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13
1220,1220,2,5.0,2,3.0,4.0,2.0,1,4.0,0,1.0,1.0,7.0,1.0,5
1221,1221,2,2.0,1,3.0,2.0,5.0,1,4.0,1,3.0,1.0,7.0,1.0,3
1222,1222,1,5.0,5,4.0,4.0,5.0,1,1.0,0,2.0,3.0,7.0,1.0,4
1223,1223,1,1.0,3,4.0,2.0,3.0,2,3.0,0,2.0,1.0,5.0,2.0,3
1224,1224,1,5.0,2,3.0,4.0,4.0,1,6.0,2,2.0,1.0,5.0,2.0,1
1225,1225,2,1.0,6,3.0,3.0,5.0,3,2.0,0,1.0,1.0,7.0,1.0,7
1226,1226,1,5.0,4,5.0,3.0,5.0,1,1.0,0,1.0,1.0,7.0,1.0,6
1227,1227,1,5.0,1,2.0,5.0,5.0,1,3.0,0,3.0,1.0,3.0,1.0,2
1228,1228,2,1.0,5,6.0,1.0,5.0,2,4.0,1,1.0,1.0,7.0,1.0,9
1229,1229,1,4.0,5,5.0,3.0,5.0,1,1.0,0,2.0,3.0,3.0,1.0,5
1230,1230,2,1.0,5,4.0,4.0,5.0,2,7.0,0,1.0,1.0,6.0,1.0,8
1232,1232,1,4.0,7,4.0,8.0,5.0,1,1.0,0,1.0,1.0,3.0,1.0,2
1233,1233,2,1.0,2,3.0,4.0,5.0,2,4.0,0,2.0,3.0,7.0,1.0,7
1234,1234,1,3.0,3,4.0,2.0,5.0,1,4.0,0,2.0,3.0,3.0,1.0,3
1235,1235,2,5.0,1,2.0,6.0,3.0,1,4.0,2,3.0,1.0,7.0,1.0,1
1236,1236,2,3.0,5,6.0,1.0,3.0,1,2.0,1,2.0,3.0,7.0,1.0,6
1237,1237,2,1.0,3,3.0,2.0,4.0,2,2.0,0,2.0,1.0,7.0,1.0,3
1238,1238,1,1.0,2,5.0,1.0,4.0,3,2.0,0,1.0,1.0,7.0,1.0,9
1239,1239,2,5.0,1,2.0,6.0,5.0,1,3.0,1,3.0,1.0,1.0,1.0,1
1240,1240,1,5.0,3,4.0,1.0,5.0,1,1.0,0,2.0,1.0,7.0,1.0,2
1241,1241,2,5.0,1,2.0,6.0,5.0,1,4.0,2,3.0,1.0,8.0,1.0,1
1242,1242,1,1.0,5,6.0,1.0,4.0,3,3.0,1,2.0,1.0,7.0,1.0,8
1243,1243,2,2.0,4,4.0,1.0,5.0,2,2.0,0,2.0,1.0,7.0,1.0,9
1244,1244,2,5.0,1,2.0,6.0,5.0,1,3.0,1,3.0,1.0,7.0,1.0,1
1245,1245,2,1.0,3,5.0,4.0,5.0,2,2.0,0,2.0,2.0,4.0,3.0,5
1247,1247,1,3.0,4,3.0,3.0,5.0,1,6.0,2,2.0,1.0,5.0,1.0,3
1248,1248,2,5.0,2,3.0,6.0,5.0,1,4.0,0,3.0,1.0,6.0,1.0,7
1249,1249,2,5.0,3,4.0,1.0,5.0,1,2.0,1,1.0,1.0,2.0,1.0,6
1250,1250,1,5.0,3,3.0,1.0,5.0,1,2.0,0,2.0,1.0,7.0,1.0,2
1251,1251,2,1.0,5,4.0,2.0,5.0,2,2.0,0,1.0,1.0,7.0,1.0,8
1252,1252,2,5.0,1,1.0,6.0,5.0,1,8.0,4,3.0,1.0,5.0,2.0,1
1253,1253,2,5.0,3,5.0,2.0,4.0,1,2.0,0,2.0,1.0,7.0,1.0,8
1254,1254,1,5.0,2,4.0,6.0,5.0,1,2.0,0,2.0,5.0,7.0,1.0,1
1255,1255,1,5.0,3,6.0,1.0,2.0,1,2.0,0,2.0,2.0,7.0,1.0,5
1256,1256,1,5.0,2,3.0,6.0,5.0,1,3.0,1,3.0,1.0,7.0,2.0,7
1257,1257,2,3.0,3,4.0,4.0,5.0,1,2.0,1,2.0,2.0,5.0,1.0,4
1258,1258,1,3.0,4,3.0,7.0,2.0,1,1.0,0,2.0,3.0,3.0,1.0,3
1259,1259,1,1.0,5,4.0,2.0,5.0,2,4.0,2,1.0,1.0,8.0,1.0,6
1260,1260,2,5.0,1,2.0,6.0,5.0,1,3.0,0,3.0,2.0,5.0,1.0,1
1261,1261,1,1.0,3,4.0,4.0,5.0,2,3.0,1,1.0,1.0,3.0,1.0,7
1262,1262,2,5.0,3,5.0,6.0,2.0,1,3.0,0,2.0,3.0,2.0,3.0,2
1263,1263,1,1.0,4,6.0,7.0,2.0,3,4.0,2,2.0,1.0,7.0,1.0,6
1264,1264,2,5.0,2,4.0,6.0,4.0,1,1.0,0,2.0,3.0,7.0,1.0,1
1265,1265,1,5.0,1,2.0,2.0,3.0,1,2.0,1,3.0,2.0,3.0,1.0,4
1266,1266,1,5.0,2,3.0,4.0,3.0,1,8.0,0,3.0,3.0,5.0,2.0,1
1267,1267,2,5.0,2,3.0,4.0,5.0,1,2.0,0,3.0,3.0,8.0,1.0,3
1268,1268,2,5.0,3,5.0,1.0,3.0,1,2.0,0,1.0,1.0,2.0,3.0,6
1269,1269,2,1.0,6,5.0,8.0,5.0,3,4.0,1,1.0,1.0,7.0,1.0,5
1270,1270,2,1.0,4,4.0,1.0,5.0,2,3.0,0,1.0,1.0,7.0,1.0,8
1271,1271,1,5.0,2,4.0,3.0,5.0,1,3.0,0,2.0,1.0,7.0,1.0,4
1272,1272,1,5.0,2,4.0,6.0,5.0,1,3.0,0,2.0,1.0,7.0,1.0,1
1273,1273,1,5.0,2,3.0,1.0,3.0,1,5.0,2,3.0,1.0,3.0,1.0,9
1274,1274,2,5.0,2,5.0,1.0,5.0,1,3.0,0,3.0,1.0,7.0,1.0,9
1275,1275,2,1.0,6,4.0,8.0,5.0,3,3.0,0,1.0,1.0,7.0,1.0,5
1276,1276,2,1.0,6,4.0,9.0,5.0,3,2.0,0,1.0,1.0,7.0,1.0,7
1277,1277,1,1.0,7,3.0,8.0,5.0,3,2.0,0,1.0,1.0,7.0,1.0,7
1278,1278,1,1.0,3,3.0,5.0,5.0,3,2.0,0,2.0,1.0,1.0,1.0,5
1279,1279,1,5.0,2,4.0,3.0,4.0,1,1.0,0,1.0,2.0,5.0,1.0,6
1281,1281,2,1.0,5,3.0,4.0,2.0,2,3.0,0,2.0,2.0,7.0,1.0,8
1282,1282,2,1.0,7,5.0,5.0,5.0,3,3.0,0,1.0,1.0,7.0,1.0,9
1284,1284,1,5.0,1,2.0,6.0,5.0,1,3.0,1,3.0,2.0,7.0,1.0,1
1285,1285,1,2.0,2,3.0,1.0,5.0,1,3.0,1,2.0,3.0,7.0,1.0,3
1286,1286,2,5.0,1,2.0,4.0,5.0,1,4.0,2,2.0,1.0,7.0,1.0,1
1287,1287,1,5.0,3,5.0,6.0,2.0,1,1.0,0,2.0,3.0,8.0,3.0,1
1288,1288,1,1.0,7,1.0,3.0,5.0,3,2.0,0,1.0,1.0,7.0,1.0,7
1289,1289,2,1.0,4,3.0,4.0,5.0,3,3.0,1,1.0,1.0,7.0,1.0,6
1290,1290,2,1.0,3,2.0,5.0,5.0,3,2.0,0,1.0,1.0,5.0,1.0,7
1291,1291,2,5.0,1,2.0,2.0,5.0,1,4.0,1,3.0,4.0,7.0,1.0,6
1292,1292,2,5.0,2,4.0,2.0,5.0,1,2.0,2,1.0,1.0,7.0,1.0,1
1294,1294,1,1.0,5,4.0,1.0,2.0,2,3.0,0,2.0,2.0,7.0,1.0,8
1295,1295,1,1.0,7,4.0,8.0,5.0,3,2.0,0,1.0,1.0,7.0,1.0,5
1296,1296,1,1.0,6,6.0,8.0,5.0,3,2.0,0,1.0,1.0,7.0,1.0,8
1297,1297,1,5.0,3,4.0,4.0,4.0,1,1.0,0,2.0,1.0,3.0,1.0,3
1298,1298,2,5.0,2,3.0,2.0,4.0,1,2.0,0,2.0,3.0,7.0,1.0,3
1299,1299,1,2.0,2,2.0,1.0,5.0,2,4.0,1,1.0,1.0,7.0,1.0,3
1300,1300,2,4.0,7,3.0,8.0,1.0,1,1.0,0,1.0,2.0,7.0,1.0,5
1301,1301,2,2.0,2,4.0,5.0,5.0,1,3.0,1,2.0,1.0,7.0,1.0,2
1302,1302,2,5.0,1,2.0,6.0,5.0,1,4.0,2,3.0,1.0,7.0,1.0,1
1303,1303,2,2.0,3,4.0,4.0,5.0,1,2.0,0,2.0,3.0,7.0,1.0,2
1305,1305,2,5.0,2,5.0,1.0,4.0,1,2.0,0,2.0,2.0,7.0,1.0,5
1306,1306,1,1.0,4,4.0,7.0,2.0,2,2.0,0,2.0,2.0,3.0,1.0,3
1307,1307,2,5.0,2,4.0,6.0,5.0,1,2.0,0,2.0,3.0,3.0,1.0,1
1308,1308,2,1.0,3,4.0,7.0,2.0,2,2.0,0,2.0,3.0,5.0,1.0,4
1309,1309,1,5.0,3,5.0,2.0,5.0,1,2.0,0,2.0,3.0,7.0,1.0,2
1310,1310,2,1.0,7,4.0,8.0,5.0,3,2.0,0,1.0,5.0,7.0,1.0,5
1311,1311,2,5.0,2,4.0,2.0,4.0,1,2.0,0,2.0,1.0,7.0,1.0,2
1312,1312,2,5.0,1,2.0,6.0,2.0,1,4.0,2,3.0,3.0,3.0,1.0,1
1313,1313,1,5.0,4,5.0,1.0,4.0,1,1.0,0,1.0,1.0,7.0,2.0,7
1314,1314,2,1.0,3,4.0,4.0,2.0,2,2.0,0,2.0,3.0,7.0,1.0,7
1315,1315,2,5.0,1,2.0,9.0,5.0,1,3.0,2,1.0,1.0,7.0,1.0,7
1316,1316,2,5.0,6,6.0,1.0,5.0,1,1.0,0,1.0,2.0,7.0,1.0,7
1317,1317,1,1.0,6,3.0,3.0,5.0,2,2.0,0,1.0,1.0,5.0,1.0,6
1318,1318,1,1.0,6,3.0,8.0,4.0,3,2.0,0,1.0,1.0,7.0,1.0,3
1319,1319,2,1.0,5,3.0,4.0,5.0,2,2.0,0,1.0,1.0,8.0,1.0,8
1320,1320,1,5.0,2,4.0,9.0,4.0,1,3.0,0,1.0,1.0,7.0,1.0,1
1321,1321,1,5.0,1,2.0,6.0,4.0,1,4.0,2,3.0,1.0,7.0,1.0,1
1323,1323,1,3.0,5,5.0,3.0,5.0,1,1.0,0,1.0,1.0,3.0,1.0,6
1324,1324,2,3.0,5,6.0,1.0,5.0,1,2.0,0,1.0,1.0,7.0,1.0,7
1325,1325,1,4.0,6,1.0,8.0,5.0,1,1.0,0,1.0,4.0,5.0,2.0,2
1326,1326,2,5.0,2,4.0,6.0,4.0,1,3.0,0,3.0,1.0,7.0,1.0,1
1327,1327,1,5.0,3,5.0,1.0,4.0,1,1.0,0,2.0,3.0,7.0,1.0,2
1328,1328,1,3.0,3,3.0,4.0,4.0,1,1.0,0,1.0,5.0,7.0,1.0,6
1329,1329,1,5.0,4,5.0,1.0,5.0,1,1.0,0,2.0,3.0,7.0,1.0,7
1330,1330,1,5.0,3,4.0,2.0,5.0,1,1.0,0,2.0,1.0,5.0,1.0,2
1331,1331,2,3.0,3,3.0,4.0,5.0,1,2.0,4,2.0,3.0,5.0,2.0,6
1332,1332,2,3.0,3,5.0,1.0,5.0,1,1.0,0,2.0,3.0,3.0,1.0,5
1333,1333,2,3.0,5,4.0,1.0,5.0,1,2.0,0,1.0,1.0,7.0,1.0,7
1334,1334,1,5.0,1,2.0,2.0,5.0,1,3.0,0,1.0,1.0,3.0,1.0,2
1335,1335,1,5.0,2,3.0,4.0,5.0,1,4.0,1,3.0,1.0,7.0,1.0,1
1336,1336,1,5.0,1,2.0,6.0,5.0,1,5.0,2,3.0,1.0,5.0,2.0,1
1337,1337,1,5.0,3,3.0,3.0,5.0,1,1.0,0,2.0,3.0,7.0,1.0,3
1339,1339,2,1.0,7,4.0,8.0,4.0,3,2.0,0,1.0,1.0,7.0,1.0,8
1340,1340,1,1.0,1,2.0,1.0,3.0,3,3.0,0,1.0,1.0,1.0,1.0,6
1341,1341,2,1.0,5,4.0,7.0,2.0,2,3.0,0,1.0,1.0,7.0,1.0,7
1342,1342,1,1.0,3,5.0,1.0,1.0,2,2.0,0,2.0,3.0,7.0,1.0,7
1343,1343,1,5.0,2,3.0,4.0,5.0,1,3.0,0,3.0,3.0,7.0,1.0,5
1344,1344,2,5.0,2,2.0,6.0,5.0,1,5.0,1,3.0,1.0,7.0,1.0,7
1345,1345,2,2.0,2,4.0,2.0,5.0,1,2.0,0,2.0,3.0,5.0,2.0,3
1346,1346,1,5.0,4,6.0,6.0,3.0,1,1.0,0,2.0,3.0,7.0,1.0,2
1347,1347,1,1.0,5,5.0,2.0,4.0,2,3.0,1,1.0,2.0,7.0,1.0,7
1348,1348,1,1.0,5,3.0,3.0,4.0,2,2.0,0,1.0,1.0,7.0,1.0,7
1349,1349,1,5.0,2,4.0,1.0,5.0,1,2.0,0,2.0,1.0,6.0,1.0,2
1350,1350,1,5.0,4,5.0,1.0,5.0,1,1.0,0,1.0,2.0,2.0,1.0,7
1351,1351,2,5.0,1,2.0,6.0,5.0,1,4.0,2,3.0,1.0,7.0,1.0,1
1352,1352,1,2.0,3,3.0,3.0,4.0,3,3.0,1,2.0,3.0,8.0,1.0,3
1353,1353,1,1.0,3,4.0,2.0,3.0,3,4.0,2,2.0,3.0,3.0,1.0,8
1354,1354,1,1.0,7,6.0,1.0,5.0,3,2.0,0,1.0,1.0,7.0,1.0,9
1355,1355,2,5.0,3,5.0,1.0,3.0,1,4.0,0,1.0,1.0,2.0,1.0,5
1356,1356,2,5.0,2,4.0,1.0,2.0,1,2.0,0,2.0,3.0,7.0,1.0,6
1357,1357,2,3.0,5,4.0,1.0,5.0,1,2.0,0,1.0,1.0,7.0,1.0,4
1358,1358,1,5.0,2,4.0,9.0,4.0,1,3.0,0,3.0,1.0,7.0,1.0,1
1359,1359,1,2.0,3,4.0,1.0,3.0,2,2.0,0,2.0,3.0,7.0,1.0,6
1360,1360,1,5.0,2,3.0,6.0,5.0,1,4.0,0,3.0,1.0,3.0,1.0,7
1361,1361,1,1.0,3,4.0,1.0,5.0,2,2.0,0,2.0,3.0,7.0,1.0,8
1362,1362,2,1.0,5,2.0,5.0,4.0,1,2.0,0,2.0,3.0,5.0,3.0,2
1363,1363,2,1.0,3,5.0,2.0,2.0,2,2.0,0,1.0,1.0,7.0,1.0,9
1364,1364,2,1.0,5,6.0,5.0,5.0,3,2.0,0,1.0,1.0,7.0,1.0,9
1365,1365,2,5.0,2,3.0,2.0,4.0,1,2.0,0,2.0,3.0,7.0,1.0,2
1366,1366,1,5.0,4,4.0,3.0,5.0,1,1.0,0,2.0,3.0,7.0,1.0,1
1367,1367,1,5.0,2,3.0,6.0,5.0,1,1.0,0,2.0,5.0,7.0,1.0,1
1368,1368,2,1.0,3,3.0,5.0,5.0,3,3.0,1,1.0,2.0,7.0,1.0,8
1369,1369,2,4.0,7,6.0,8.0,4.0,1,1.0,0,1.0,1.0,7.0,1.0,7
1370,1370,2,1.0,3,4.0,2.0,5.0,2,2.0,0,1.0,4.0,1.0,1.0,2
1371,1371,2,5.0,2,2.0,1.0,1.0,1,4.0,0,2.0,3.0,7.0,1.0,9
1372,1372,1,5.0,2,3.0,7.0,5.0,1,6.0,4,2.0,3.0,3.0,1.0,3
1373,1373,2,5.0,3,4.0,4.0,5.0,1,1.0,0,2.0,3.0,7.0,1.0,5
1374,1374,2,1.0,3,4.0,4.0,5.0,2,2.0,0,1.0,2.0,7.0,1.0,8
1375,1375,2,5.0,3,6.0,1.0,3.0,1,3.0,0,2.0,1.0,2.0,1.0,6
1376,1376,2,5.0,1,1.0,6.0,5.0,1,6.0,3,3.0,1.0,3.0,1.0,1
1377,1377,1,5.0,1,2.0,6.0,2.0,1,8.0,6,3.0,1.0,6.0,1.0,1
1378,1378,1,1.0,5,4.0,1.0,5.0,3,3.0,1,1.0,1.0,7.0,1.0,8
1379,1379,2,3.0,3,3.0,5.0,5.0,1,4.0,3,3.0,1.0,5.0,1.0,1
1380,1380,2,1.0,3,4.0,1.0,5.0,2,5.0,3,1.0,1.0,7.0,1.0,8
1381,1381,1,5.0,1,2.0,6.0,5.0,1,3.0,2,3.0,1.0,7.0,1.0,1
1382,1382,2,2.0,5,6.0,1.0,5.0,1,1.0,0,1.0,1.0,7.0,1.0,8
1383,1383,2,2.0,2,2.0,6.0,2.0,2,3.0,1,2.0,2.0,7.0,1.0,8
1384,1384,2,1.0,5,4.0,5.0,2.0,3,4.0,2,1.0,1.0,7.0,1.0,8
1385,1385,1,5.0,3,3.0,4.0,2.0,1,1.0,0,1.0,1.0,7.0,1.0,6
1386,1386,2,3.0,5,3.0,4.0,5.0,1,1.0,0,2.0,2.0,2.0,1.0,4
1387,1387,2,4.0,5,3.0,1.0,5.0,1,1.0,0,1.0,1.0,7.0,1.0,5
1388,1388,1,5.0,2,2.0,6.0,1.0,1,2.0,0,3.0,1.0,3.0,1.0,8
1389,1389,1,5.0,2,4.0,6.0,4.0,1,4.0,0,3.0,1.0,7.0,1.0,7
1390,1390,2,1.0,4,3.0,5.0,5.0,2,4.0,1,1.0,1.0,7.0,1.0,8
1391,1391,2,1.0,4,6.0,1.0,5.0,2,3.0,0,1.0,1.0,7.0,1.0,9
1392,1392,2,1.0,4,4.0,1.0,5.0,2,4.0,2,2.0,1.0,7.0,1.0,7
1393,1393,2,1.0,6,3.0,2.0,5.0,2,3.0,0,1.0,1.0,5.0,1.0,6
1394,1394,2,5.0,1,2.0,6.0,5.0,1,5.0,1,3.0,1.0,5.0,2.0,1
1395,1395,1,5.0,2,2.0,2.0,5.0,1,3.0,0,2.0,1.0,7.0,1.0,1
1396,1396,1,1.0,4,4.0,1.0,2.0,3,3.0,1,2.0,2.0,7.0,1.0,6
1397,1397,1,5.0,3,3.0,1.0,3.0,1,1.0,0,2.0,3.0,7.0,1.0,4
1398,1398,1,1.0,4,4.0,3.0,5.0,3,2.0,0,2.0,1.0,5.0,1.0,6
1399,1399,2,5.0,3,5.0,3.0,2.0,1,1.0,0,2.0,3.0,7.0,1.0,5
1400,1400,1,1.0,4,5.0,1.0,5.0,2,3.0,1,1.0,2.0,7.0,1.0,7
1401,1401,1,1.0,3,4.0,4.0,3.0,2,2.0,0,2.0,3.0,7.0,1.0,7
1402,1402,2,1.0,3,6.0,5.0,5.0,3,3.0,1,1.0,1.0,7.0,1.0,8
1403,1403,2,5.0,2,2.0,6.0,5.0,1,4.0,0,3.0,1.0,2.0,1.0,8
1404,1404,1,1.0,5,5.0,1.0,5.0,2,3.0,0,1.0,1.0,7.0,1.0,8
1405,1405,2,5.0,5,3.0,8.0,4.0,1,1.0,0,2.0,3.0,1.0,1.0,1
1406,1406,2,5.0,3,4.0,1.0,4.0,1,7.0,4,3.0,1.0,8.0,1.0,3
1407,1407,2,1.0,5,4.0,4.0,5.0,2,4.0,1,1.0,1.0,7.0,1.0,8
1408,1408,2,5.0,4,6.0,1.0,5.0,1,1.0,0,2.0,3.0,7.0,1.0,7
1409,1409,1,5.0,2,3.0,6.0,4.0,1,3.0,2,3.0,3.0,5.0,1.0,6
1410,1410,1,5.0,2,4.0,6.0,3.0,1,3.0,0,3.0,1.0,7.0,1.0,1
1411,1411,2,4.0,7,4.0,8.0,4.0,1,1.0,0,1.0,1.0,7.0,1.0,3
1412,1412,1,1.0,7,4.0,8.0,4.0,3,2.0,0,1.0,1.0,7.0,1.0,5
1414,1414,1,1.0,3,3.0,3.0,3.0,2,4.0,0,2.0,3.0,5.0,2.0,2
1415,1415,1,5.0,3,3.0,9.0,5.0,1,9.0,4,3.0,1.0,5.0,1.0,5
1416,1416,1,5.0,4,5.0,4.0,5.0,1,1.0,0,2.0,3.0,3.0,1.0,3
1417,1417,1,2.0,3,4.0,3.0,4.0,1,2.0,0,2.0,1.0,5.0,1.0,3
1418,1418,1,2.0,2,3.0,1.0,3.0,3,5.0,0,2.0,2.0,2.0,3.0,5
1419,1419,1,1.0,6,6.0,1.0,5.0,2,2.0,0,1.0,1.0,7.0,1.0,8
1420,1420,1,1.0,4,6.0,1.0,4.0,2,3.0,1,1.0,1.0,7.0,1.0,6
1421,1421,2,5.0,1,2.0,6.0,4.0,1,3.0,1,3.0,1.0,5.0,2.0,1
1422,1422,1,5.0,1,2.0,6.0,5.0,1,3.0,1,3.0,1.0,7.0,1.0,1
1424,1424,2,1.0,6,3.0,5.0,4.0,3,2.0,0,1.0,1.0,7.0,1.0,4
1425,1425,1,5.0,3,4.0,3.0,5.0,1,1.0,0,2.0,2.0,7.0,1.0,4
1426,1426,1,1.0,3,3.0,3.0,3.0,2,2.0,0,2.0,1.0,5.0,2.0,1
1427,1427,2,2.0,4,4.0,1.0,5.0,1,2.0,0,1.0,1.0,7.0,1.0,8
1428,1428,1,5.0,2,3.0,1.0,5.0,1,6.0,2,3.0,5.0,5.0,2.0,1
1429,1429,1,5.0,1,2.0,6.0,4.0,1,4.0,2,3.0,1.0,7.0,1.0,1
1430,1430,2,1.0,5,6.0,1.0,5.0,2,3.0,1,1.0,1.0,7.0,1.0,8
1431,1431,1,5.0,3,5.0,1.0,3.0,1,1.0,0,2.0,3.0,7.0,1.0,4
1433,1433,1,5.0,2,3.0,2.0,1.0,1,2.0,0,2.0,3.0,3.0,2.0,3
1434,1434,2,1.0,3,3.0,5.0,4.0,3,5.0,3,2.0,1.0,7.0,1.0,7
1435,1435,1,5.0,3,4.0,1.0,5.0,1,1.0,0,1.0,1.0,5.0,2.0,5
1436,1436,2,1.0,3,4.0,4.0,2.0,3,3.0,1,2.0,3.0,7.0,1.0,7
1437,1437,1,5.0,2,3.0,6.0,5.0,1,3.0,1,3.0,1.0,7.0,1.0,1
1438,1438,2,3.0,2,2.0,3.0,1.0,1,1.0,0,3.0,1.0,7.0,1.0,1
1439,1439,2,3.0,2,4.0,9.0,5.0,1,2.0,0,2.0,3.0,3.0,1.0,2
1440,1440,1,5.0,2,2.0,2.0,5.0,1,4.0,1,3.0,1.0,7.0,2.0,4
1441,1441,2,1.0,7,4.0,8.0,5.0,3,2.0,0,1.0,1.0,7.0,1.0,5
1442,1442,1,5.0,4,4.0,3.0,5.0,1,5.0,2,2.0,1.0,7.0,1.0,3
1443,1443,1,3.0,7,4.0,8.0,5.0,1,1.0,0,2.0,3.0,7.0,1.0,4
1444,1444,1,1.0,4,4.0,1.0,5.0,3,3.0,1,1.0,1.0,7.0,1.0,8
1445,1445,1,1.0,7,6.0,1.0,3.0,2,2.0,0,1.0,1.0,7.0,1.0,9
1446,1446,1,5.0,4,5.0,1.0,4.0,1,1.0,0,2.0,3.0,7.0,1.0,5
1447,1447,1,5.0,1,2.0,7.0,5.0,1,4.0,1,2.0,1.0,7.0,1.0,1
1448,1448,2,5.0,2,4.0,2.0,5.0,1,3.0,0,2.0,1.0,5.0,2.0,5
1449,1449,1,1.0,7,3.0,8.0,5.0,3,2.0,0,1.0,1.0,7.0,1.0,3
1450,1450,1,3.0,4,3.0,5.0,5.0,1,1.0,0,2.0,3.0,3.0,1.0,5
1451,1451,1,5.0,2,2.0,2.0,4.0,1,1.0,0,2.0,3.0,5.0,2.0,2
1452,1452,2,5.0,2,2.0,4.0,3.0,1,4.0,0,3.0,1.0,7.0,1.0,1
1453,1453,1,1.0,3,4.0,1.0,5.0,2,4.0,0,1.0,1.0,7.0,1.0,8
1454,1454,2,5.0,1,2.0,6.0,5.0,1,3.0,0,3.0,3.0,2.0,1.0,1
1455,1455,2,5.0,1,1.0,6.0,2.0,1,5.0,3,3.0,1.0,5.0,1.0,1
1456,1456,1,1.0,4,4.0,2.0,5.0,2,2.0,0,2.0,3.0,5.0,1.0,6
1457,1457,2,1.0,4,5.0,1.0,2.0,2,2.0,0,1.0,1.0,7.0,1.0,9
1458,1458,1,1.0,4,2.0,3.0,5.0,2,5.0,0,2.0,5.0,5.0,1.0,6
1459,1459,2,2.0,4,3.0,2.0,5.0,1,2.0,0,2.0,3.0,5.0,1.0,1
1460,1460,2,5.0,1,2.0,6.0,5.0,1,6.0,4,3.0,1.0,7.0,1.0,1
1461,1461,1,5.0,3,2.0,1.0,3.0,1,1.0,0,2.0,1.0,7.0,1.0,6
1462,1462,1,1.0,4,4.0,7.0,2.0,2,2.0,0,1.0,1.0,7.0,1.0,8
1463,1463,2,5.0,2,5.0,1.0,3.0,1,2.0,0,3.0,2.0,7.0,1.0,4
1464,1464,2,5.0,2,2.0,6.0,4.0,1,4.0,0,3.0,1.0,7.0,1.0,1
1465,1465,1,5.0,2,4.0,2.0,5.0,1,4.0,0,2.0,3.0,7.0,1.0,1
1466,1466,2,1.0,7,3.0,5.0,5.0,3,2.0,0,2.0,2.0,7.0,1.0,7
1467,1467,1,5.0,4,4.0,3.0,5.0,1,1.0,0,2.0,3.0,7.0,1.0,4
1468,1468,1,1.0,5,4.0,1.0,5.0,3,3.0,1,1.0,1.0,2.0,1.0,7
1469,1469,2,1.0,2,4.0,4.0,5.0,2,2.0,0,2.0,3.0,7.0,1.0,3
1470,1470,1,5.0,2,3.0,6.0,5.0,1,3.0,0,3.0,2.0,7.0,2.0,1
1471,1471,2,5.0,2,4.0,1.0,5.0,1,3.0,1,2.0,1.0,7.0,1.0,5
1472,1472,2,5.0,2,3.0,4.0,2.0,1,2.0,0,2.0,3.0,2.0,3.0,3
1473,1473,2,5.0,1,2.0,6.0,5.0,1,2.0,0,3.0,1.0,5.0,2.0,1
1474,1474,2,4.0,6,5.0,8.0,4.0,1,1.0,0,2.0,4.0,7.0,1.0,5
1475,1475,1,1.0,4,3.0,3.0,5.0,2,2.0,0,2.0,1.0,7.0,1.0,6
1476,1476,1,5.0,3,6.0,2.0,5.0,1,1.0,0,1.0,2.0,7.0,1.0,7
1477,1477,1,5.0,3,3.0,7.0,1.0,1,1.0,0,2.0,3.0,7.0,1.0,3
1478,1478,2,1.0,2,4.0,1.0,2.0,2,2.0,0,1.0,1.0,7.0,1.0,6
1480,1480,2,5.0,1,1.0,6.0,2.0,1,3.0,1,3.0,1.0,7.0,1.0,1
1482,1482,1,5.0,2,4.0,4.0,1.0,1,2.0,0,2.0,3.0,7.0,1.0,4
1483,1483,1,2.0,3,4.0,6.0,4.0,1,2.0,0,2.0,5.0,7.0,1.0,4
1484,1484,1,1.0,4,6.0,1.0,4.0,3,5.0,3,1.0,1.0,7.0,1.0,9
1485,1485,2,2.0,2,4.0,4.0,3.0,1,2.0,0,2.0,3.0,7.0,1.0,6
1486,1486,1,1.0,3,5.0,1.0,2.0,2,3.0,1,2.0,3.0,7.0,1.0,6
1487,1487,1,2.0,2,4.0,2.0,4.0,1,2.0,0,2.0,3.0,7.0,1.0,1
1488,1488,2,5.0,2,4.0,6.0,2.0,1,2.0,0,2.0,3.0,5.0,1.0,1
1489,1489,1,5.0,2,2.0,4.0,2.0,1,4.0,1,3.0,1.0,5.0,2.0,1
1490,1490,2,5.0,3,3.0,3.0,4.0,1,3.0,1,2.0,3.0,7.0,1.0,2
1491,1491,1,5.0,1,1.0,6.0,5.0,1,6.0,0,3.0,1.0,7.0,1.0,1
1492,1492,1,5.0,2,6.0,6.0,5.0,1,1.0,0,2.0,2.0,7.0,1.0,1
1493,1493,1,2.0,3,6.0,1.0,5.0,1,2.0,0,2.0,3.0,7.0,1.0,6
1494,1494,2,5.0,2,4.0,1.0,2.0,1,1.0,0,2.0,3.0,7.0,1.0,3
1496,1496,2,2.0,4,6.0,1.0,5.0,1,3.0,1,1.0,2.0,7.0,1.0,9
1497,1497,1,1.0,6,6.0,1.0,4.0,2,3.0,0,1.0,1.0,7.0,1.0,9
1498,1498,1,5.0,2,4.0,4.0,2.0,1,3.0,0,2.0,5.0,8.0,3.0,1
1499,1499,2,2.0,3,2.0,3.0,4.0,2,7.0,5,2.0,3.0,5.0,1.0,5
1501,1501,2,5.0,4,6.0,1.0,3.0,1,1.0,0,2.0,3.0,7.0,1.0,6
1502,1502,1,5.0,2,3.0,3.0,5.0,1,1.0,0,2.0,3.0,7.0,1.0,4
