,0,1,2,3,4,5,6,7,8,9,10,11,12,13
1549,2,4,5,3,6,,1,3,1,1,2,7,1,3
1550,2,1,4,6,1,5,2,2,0,1,1,6,1,9
1551,1,5,3,5,1,5,1,1,0,2,1,5,1,5
1552,2,1,2,3,5,,2,3,1,1,1,5,1,5
1553,1,2,5,4,3,5,2,3,1,1,1,3,1,7
1554,1,5,1,2,2,4,1,4,2,1,1,7,1,1
1555,2,1,6,5,8,5,1,2,0,1,1,7,,9
1556,1,1,5,3,8,,3,2,0,1,1,7,1,9
1557,1,3,4,3,2,5,1,1,0,2,3,7,1,5
1558,2,2,3,4,1,5,1,2,0,1,2,7,1,8
1559,2,5,3,,4,2,1,4,1,2,2,3,1,8
1560,2,5,3,4,1,4,1,1,0,2,3,7,1,8
1561,2,1,3,4,1,5,2,3,1,2,,7,1,8
1562,2,5,3,6,1,5,1,3,0,1,1,7,1,6
1563,2,1,3,3,2,3,2,5,3,1,1,7,1,7
1564,1,4,7,4,8,5,1,1,0,1,1,7,1,2
1565,1,5,1,2,6,4,1,7,4,3,1,3,1,1
1566,1,2,2,5,1,5,1,1,0,2,3,6,1,5
1567,1,1,4,5,1,5,2,2,0,1,1,7,1,8
1568,1,5,4,4,3,5,1,1,0,1,1,7,1,2
1569,2,1,4,3,1,5,3,4,2,1,1,7,1,6
1570,1,2,2,4,6,5,2,2,2,2,5,7,1,3
1571,2,5,1,1,6,5,1,5,2,3,1,5,2,1
1572,2,1,6,6,1,5,3,2,0,1,5,7,1,7
1573,1,5,4,4,1,,1,1,0,2,3,3,1,4
1574,1,3,4,5,1,3,1,1,0,2,3,7,1,7
1575,2,4,5,6,4,5,1,1,0,2,3,7,1,1
1576,1,4,4,4,,,1,1,0,1,2,7,1,7
1577,2,5,2,5,4,2,1,3,0,2,3,7,1,6
1578,2,5,2,3,2,3,1,1,0,2,3,5,2,1
1579,1,5,2,4,6,5,1,4,1,3,1,7,1,9
1580,2,1,2,3,7,2,2,2,0,2,3,7,1,4
1581,2,3,4,5,1,4,1,1,0,2,1,3,,5
1582,1,3,4,6,7,5,1,2,0,2,3,3,1,7
1583,1,1,3,2,3,3,1,1,0,2,3,5,2,2
1584,1,3,3,4,9,5,1,3,0,3,1,7,1,1
1585,1,5,3,4,2,2,1,3,0,2,1,7,1,4
1586,1,1,5,6,1,5,3,2,0,1,1,7,1,9
1587,2,1,6,3,8,5,3,2,0,1,1,7,1,8
1588,2,2,4,6,1,5,1,2,0,1,1,7,1,9
1589,2,1,3,4,4,2,2,3,1,2,1,7,1,6
1590,1,1,3,4,1,5,3,4,2,1,1,3,,9
1591,2,5,2,3,2,4,1,4,0,2,5,7,,6
1592,2,5,1,2,6,5,1,5,3,3,1,2,1,1
1593,2,1,3,4,5,5,3,4,2,1,1,3,,6
1594,1,3,6,5,8,5,1,1,0,2,1,7,1,6
1595,2,5,2,4,6,4,1,2,0,2,3,7,1,2
1596,2,1,6,3,5,5,3,2,0,1,4,7,1,7
1597,2,1,4,5,1,5,2,4,2,1,1,2,1,5
1598,1,1,3,6,2,5,2,2,0,2,2,3,1,9
1599,2,1,3,3,4,1,2,3,2,2,3,5,1,4
1600,1,1,4,4,1,,3,6,4,1,1,3,1,8
1601,2,1,7,5,8,5,1,2,0,1,1,7,1,8
1602,1,1,4,4,1,5,2,3,1,1,1,7,1,9
1603,2,5,2,2,9,,1,,0,2,3,7,1,1
1604,1,2,3,5,1,5,1,3,0,2,5,7,,3
1605,2,2,2,3,2,5,1,2,0,2,1,1,1,4
1606,2,5,1,1,,4,1,2,1,3,3,3,1,1
1607,1,1,7,3,4,5,3,2,0,1,1,7,1,6
1608,1,2,2,4,1,,3,3,1,2,,3,1,4
1609,1,3,4,3,2,5,1,1,0,2,3,7,1,6
1610,2,5,2,4,1,5,1,3,0,3,1,7,1,7
1611,1,2,4,4,4,5,1,2,0,2,3,7,1,4
1612,1,5,4,2,3,5,1,1,0,2,3,7,1,3
1613,1,5,2,4,9,5,1,3,0,3,1,2,1,6
1614,1,1,3,3,3,2,2,2,0,2,3,3,1,6
1615,1,1,3,3,4,4,2,4,1,1,1,5,2,4
1616,2,5,2,4,6,5,1,5,0,3,1,5,1,2
1617,1,5,2,4,2,5,1,4,0,3,1,7,1,9
1618,2,2,3,5,1,4,1,4,4,2,3,7,1,3
1619,2,1,4,5,1,2,2,2,0,1,1,7,1,8
1620,2,1,3,3,5,5,3,4,2,2,2,7,1,7
1621,2,1,2,4,1,3,2,,0,2,3,7,1,5
1622,1,1,3,5,1,5,2,4,2,2,1,7,1,7
1623,2,1,3,4,1,2,2,3,1,2,3,7,1,5
1624,2,5,1,1,6,5,1,5,3,3,1,3,1,1
1625,2,5,2,4,2,1,1,4,1,3,1,7,1,1
1626,2,2,4,4,1,2,2,2,0,2,1,7,1,9
1627,2,,5,6,1,5,2,5,0,1,1,7,1,9
1628,1,3,5,4,1,3,1,2,0,1,1,7,1,9
1629,2,2,2,4,7,4,1,2,0,2,3,1,3,1
1630,2,3,4,4,1,5,1,2,1,1,2,7,1,6
1631,1,5,2,4,6,5,1,3,0,3,1,7,1,3
1632,1,,1,2,6,5,1,4,2,3,,7,,1
1633,1,5,2,3,6,5,1,3,0,3,1,7,1,3
1634,2,1,5,,,,2,2,0,2,3,5,2,1
1635,2,1,3,4,4,4,2,2,0,2,3,7,1,7
1636,1,2,3,4,1,3,1,1,0,2,3,3,1,6
1637,2,1,5,2,5,5,3,4,1,1,1,3,1,6
1638,2,1,3,6,9,2,3,2,0,1,2,7,1,8
1639,2,5,3,6,1,5,1,1,0,2,5,7,1,5
1640,2,5,3,4,1,5,1,1,0,1,1,3,1,5
1641,2,5,2,5,6,1,1,1,0,2,3,7,1,1
1642,1,1,5,4,8,2,2,2,0,1,1,5,1,6
1643,2,1,6,6,1,5,2,3,0,1,1,7,1,7
1644,1,1,6,3,4,5,1,2,0,1,2,3,1,6
1645,2,3,6,3,5,3,1,3,1,2,3,5,1,6
1646,1,5,3,5,4,5,1,1,0,3,1,7,1,3
1647,1,1,6,3,3,5,3,5,4,1,1,5,2,6
1648,2,4,6,4,8,5,1,2,0,1,1,7,1,4
1649,1,5,1,2,3,5,1,6,2,3,1,7,1,8
1650,1,3,3,5,1,4,1,1,0,1,1,3,1,7
1651,2,1,3,4,4,2,2,4,2,2,3,,1,5
1652,2,4,5,4,1,5,1,1,0,1,1,7,1,6
1653,2,1,3,4,2,2,2,4,2,2,3,3,1,8
1654,2,5,1,2,6,5,1,4,1,3,1,7,3,1
1655,2,5,1,2,6,3,1,4,3,3,3,2,3,1
1656,1,1,4,6,1,5,2,4,2,1,1,7,1,8
1657,1,2,2,3,3,3,1,3,1,2,3,1,1,4
1658,2,1,5,3,1,5,2,2,0,1,,7,1,8
1659,2,1,3,5,1,5,2,4,2,1,1,8,3,9
1660,2,1,3,3,2,5,2,5,3,1,1,5,1,8
1661,1,1,4,6,1,5,2,3,2,1,1,7,1,8
1662,1,2,2,5,1,2,1,3,0,2,,7,1,4
1663,1,5,2,4,2,5,1,3,1,3,1,7,1,7
1664,1,5,2,4,6,,1,3,0,3,1,7,1,8
1665,1,5,1,2,6,3,1,,0,3,1,7,1,1
1666,1,1,4,5,1,5,2,4,1,2,1,7,1,7
1667,2,1,4,5,5,5,3,3,1,2,3,7,1,8
1668,2,3,3,4,2,5,1,2,1,1,1,5,1,6
1669,2,5,4,6,1,5,1,1,0,2,2,7,1,6
1670,1,1,4,4,6,5,2,6,3,2,1,1,3,8
1671,1,2,3,4,7,2,3,2,0,2,3,7,1,2
1672,1,3,2,4,7,5,1,3,1,1,2,6,1,6
1673,1,1,5,6,1,5,2,4,2,2,1,7,1,8
1674,2,3,4,5,5,2,1,,0,2,1,7,1,6
1675,1,5,3,4,2,5,1,4,0,3,1,2,1,7
1676,2,5,2,4,6,5,1,1,0,2,3,7,1,1
1677,2,1,4,3,1,5,2,5,3,1,1,5,2,7
1678,2,1,5,3,1,3,2,2,0,1,1,7,1,9
1679,2,1,4,1,5,5,3,7,3,1,5,2,,1
1680,1,5,2,2,7,1,1,6,2,3,,7,,1
1681,1,5,3,4,1,3,1,4,0,2,5,5,1,3
1682,2,5,1,1,6,,1,4,1,3,5,7,1,1
1683,2,5,2,5,9,5,1,2,0,2,3,3,1,1
1684,2,1,3,5,1,5,3,2,0,2,3,7,1,6
1685,1,3,7,5,8,5,1,1,0,1,1,7,1,3
1686,2,3,2,3,2,3,1,2,1,2,3,3,1,2
1687,1,5,2,4,3,5,1,3,2,3,1,7,1,1
1688,1,2,3,4,2,1,1,2,0,2,3,7,1,7
1689,2,4,4,6,1,5,1,1,0,1,1,7,1,8
1690,2,5,2,2,1,5,1,3,1,1,1,7,1,3
1691,2,1,4,4,1,,2,2,0,1,1,7,1,8
1692,2,1,6,3,3,5,3,,0,1,1,7,3,1
1693,2,1,4,1,5,5,2,3,0,1,1,5,2,6
1694,1,1,6,5,3,2,2,2,0,1,1,7,1,8
1695,2,1,3,4,1,5,3,4,2,2,1,7,1,6
1696,2,4,7,5,8,5,1,1,0,1,1,7,1,7
1697,2,1,6,3,8,5,3,3,0,1,1,7,1,7
1698,2,1,5,6,4,5,3,3,0,1,1,7,1,4
1699,2,3,4,4,4,5,1,1,0,2,3,7,1,3
1700,2,3,5,3,1,5,1,2,0,1,1,7,1,7
1701,1,1,2,3,,,2,3,1,2,3,5,2,1
1702,2,5,4,6,4,5,1,2,0,1,1,7,1,1
1703,1,5,3,4,3,5,1,3,0,2,1,7,1,6
1704,2,1,3,6,5,5,3,3,1,1,1,7,1,6
1705,1,3,4,3,1,2,1,1,0,2,1,7,1,6
1706,2,5,6,3,8,,1,2,0,1,1,7,1,2
1707,1,1,5,6,1,5,2,4,2,1,1,7,1,9
1708,2,1,2,3,5,5,3,3,1,2,1,1,1,5
1709,2,5,2,3,6,5,1,5,0,3,1,7,1,9
1710,1,2,4,3,3,2,2,1,0,2,,5,,4
1711,2,4,6,4,4,5,1,3,0,1,,2,1,4
1712,2,5,2,6,6,,1,4,0,3,1,7,1,8
1713,2,5,1,1,,,1,6,4,3,3,1,1,1
1714,1,3,4,6,1,5,1,3,2,1,1,7,1,7
1715,2,4,7,4,5,5,1,1,0,2,3,7,1,2
1716,2,5,2,3,9,2,1,2,0,2,3,3,1,1
1717,2,1,3,6,6,3,2,2,0,1,1,7,1,8
1718,1,5,2,3,3,2,1,3,0,2,3,7,2,2
1719,2,4,6,3,5,5,1,2,0,2,3,7,1,2
1720,1,5,6,4,1,5,1,1,0,1,1,8,1,6
1721,1,1,7,5,1,5,3,2,0,1,1,7,1,7
1722,1,2,2,4,9,3,3,4,0,2,1,2,,3
1723,1,5,4,6,1,5,1,2,0,2,3,7,,6
1724,1,5,5,4,8,,1,2,0,2,1,7,1,1
1725,2,4,7,1,8,5,1,2,0,1,1,5,1,2
1726,1,5,2,4,4,5,1,5,1,2,1,2,1,3
1727,2,2,4,6,1,5,1,2,0,2,3,7,1,6
1728,2,1,5,3,5,5,3,2,0,1,,7,1,9
1729,2,1,4,6,6,5,3,3,0,2,1,7,1,8
1730,1,1,5,5,1,4,2,,0,1,1,7,1,8
1731,2,4,7,,8,5,1,1,0,2,3,5,,1
1732,2,1,4,6,1,4,2,2,0,1,1,7,1,7
1733,1,,5,3,5,5,2,3,5,,,3,1,6
1734,2,3,3,4,1,2,1,1,0,2,2,5,2,5
1735,1,5,1,1,9,5,1,4,2,3,1,7,1,1
1736,2,1,4,6,5,4,1,1,0,2,1,1,2,9
1737,2,5,3,4,6,2,1,3,0,2,1,7,1,1
1738,2,3,3,4,4,3,1,1,0,2,1,7,1,1
1739,2,3,5,3,1,5,1,1,0,2,5,7,1,8
1740,2,1,3,3,5,4,3,5,3,1,1,7,1,6
1741,2,,2,4,2,,2,2,3,1,1,5,1,3
1742,2,5,2,2,6,4,1,4,2,3,1,3,1,1
1743,1,1,4,3,,1,1,2,0,2,3,3,,4
1744,2,1,2,4,7,1,2,2,0,2,5,7,1,6
1745,1,5,1,2,6,3,1,,0,3,,5,2,1
1746,2,4,6,4,8,5,1,1,0,1,1,7,1,8
1747,2,1,5,4,5,5,3,3,0,1,1,7,1,8
1748,2,5,2,3,6,4,1,3,1,3,1,7,1,1
1749,1,5,2,4,3,,1,2,0,2,3,3,1,4
1750,2,5,2,3,4,2,1,2,0,2,1,7,1,3
1751,1,5,6,5,1,5,1,1,0,1,2,7,1,8
1752,2,1,3,3,5,2,3,5,3,2,1,7,1,6
1753,2,2,3,4,1,5,1,3,1,2,5,7,1,8
1754,1,1,2,4,6,2,3,3,1,2,1,5,2,2
1755,2,3,4,5,1,5,1,1,0,2,1,5,2,6
1756,1,1,5,4,1,5,3,3,1,1,1,7,1,8
1757,1,5,2,4,3,5,1,4,0,1,2,5,2,4
1758,2,5,4,5,1,5,1,3,0,,3,3,1,7
1759,2,5,4,5,4,5,1,1,0,1,2,2,1,6
1760,1,3,6,5,1,5,1,3,0,2,5,8,1,7
1761,2,4,6,3,8,5,1,5,2,3,1,3,1,2
1762,2,5,2,3,4,5,1,4,1,3,1,5,1,8
1763,1,5,2,5,2,5,1,3,0,2,5,7,1,6
1764,2,5,2,5,6,5,1,1,0,2,3,7,1,1
1765,2,3,4,4,1,5,1,2,3,2,1,5,1,2
1766,1,1,3,5,1,3,3,4,2,2,3,8,3,7
1767,2,3,4,4,7,5,1,,0,1,1,5,1,4
1768,1,5,4,3,1,3,1,1,0,2,3,7,1,8
1769,2,5,3,4,4,5,1,1,0,2,3,7,1,5
1770,1,1,6,5,1,5,2,2,0,1,1,7,1,9
1771,1,1,3,6,1,2,2,3,0,1,2,3,1,8
1772,2,1,4,4,2,5,2,3,1,1,1,7,1,6
1773,1,5,1,2,6,,1,,1,3,,3,1,1
1774,1,3,5,3,2,5,1,1,0,1,1,3,1,7
1775,2,5,2,4,2,5,1,3,0,3,1,7,1,8
1776,1,5,3,4,4,5,1,1,0,3,1,7,1,3
1777,1,1,3,3,1,,2,2,0,1,1,7,1,6
1778,1,5,2,3,3,5,1,,0,3,,7,1,4
1779,1,2,6,4,1,2,1,3,1,1,1,7,1,7
1780,1,1,3,6,1,4,2,3,1,2,3,7,1,7
1781,1,1,5,4,1,5,2,2,0,1,1,7,1,9
1782,2,1,3,5,1,2,2,2,0,2,2,7,1,8
1783,2,1,2,3,5,5,3,2,0,2,1,7,1,2
1784,2,5,2,2,6,5,1,3,0,3,1,7,1,9
1785,2,1,5,4,4,4,2,6,4,2,1,7,1,7
1786,1,5,2,4,2,5,1,4,0,3,1,7,1,1
1787,2,5,1,2,6,5,1,3,1,3,1,7,1,1
1788,2,5,4,5,1,4,1,1,0,2,3,7,1,8
1789,1,5,1,2,9,2,1,5,1,3,1,3,1,7
1790,1,5,3,6,1,2,1,1,0,2,3,7,1,6
1791,1,5,3,4,3,2,1,2,0,2,1,5,1,4
1792,2,1,3,4,6,3,3,2,0,2,3,7,1,5
1793,1,5,1,2,6,5,1,4,1,3,1,2,1,1
1794,2,1,6,4,4,,3,2,0,1,4,7,1,6
1795,2,1,6,4,5,5,3,4,0,1,1,7,1,8
1796,1,5,3,5,1,4,1,1,0,2,2,7,1,8
1797,1,5,3,4,1,4,1,3,1,2,1,7,1,4
1798,2,3,3,3,1,2,1,3,0,2,1,8,1,3
1799,1,5,3,4,3,4,1,2,0,2,3,5,1,4
1800,2,1,5,4,5,5,2,5,1,1,1,7,1,8
1801,2,2,4,4,2,,1,2,0,1,5,,1,3
1802,1,1,6,4,1,5,3,2,0,1,1,7,1,8
1803,1,1,6,1,8,5,3,3,1,2,3,7,1,2
1804,2,1,3,5,4,5,2,2,0,2,1,7,1,6
1805,2,1,6,1,5,5,3,,3,,1,1,1,4
1806,2,5,2,4,6,5,1,4,1,3,1,7,1,1
1807,1,5,3,4,4,5,1,4,0,2,1,6,1,5
1808,2,1,3,6,1,5,2,2,0,1,2,2,1,8
1809,1,5,2,4,6,5,1,3,0,2,1,7,1,1
1810,2,3,3,6,1,5,1,2,1,2,1,7,,6
1811,2,5,2,2,6,,1,4,0,3,1,7,1,6
1812,1,5,2,3,6,5,1,4,1,3,1,7,1,8
1813,1,5,3,5,4,1,1,1,0,2,3,7,1,3
1814,2,1,5,6,1,2,2,2,0,1,2,1,1,8
1815,2,5,3,6,1,1,1,1,0,2,3,7,1,6
1816,1,5,2,3,3,5,1,1,0,2,1,7,1,7
1817,2,1,3,4,5,3,2,4,2,2,3,7,1,6
1818,2,1,6,6,1,5,2,2,0,1,5,7,1,9
1819,2,3,3,3,9,5,1,2,1,2,3,8,1,1
1820,2,1,4,6,1,5,2,4,2,1,1,3,1,9
1821,1,5,1,2,6,5,1,5,3,3,1,3,1,1
1822,2,5,2,4,6,5,1,6,2,3,1,3,1,1
1823,1,5,2,4,6,2,1,3,0,3,1,7,1,1
1824,1,1,4,4,1,5,3,4,2,1,1,7,1,8
1825,1,1,5,5,1,5,2,2,0,1,1,7,1,8
1826,2,5,2,5,1,5,1,4,0,3,1,8,1,8
1827,1,1,6,6,1,5,3,2,0,1,1,7,1,8
1828,1,1,3,6,1,4,2,2,0,1,1,7,1,9
1829,2,5,2,4,4,5,1,3,1,3,1,7,1,1
1830,1,5,4,6,1,5,1,3,0,1,1,2,1,6
1831,1,5,4,4,3,5,1,1,0,2,4,7,1,6
1832,1,3,3,5,1,2,1,1,0,2,3,7,1,4
1833,1,5,1,2,6,4,1,5,3,3,1,7,1,1
1834,1,1,7,5,8,,3,2,0,1,1,7,1,7
1835,2,5,2,3,6,5,1,5,1,3,1,5,2,7
1836,1,3,5,4,1,5,1,1,0,2,3,5,1,8
1837,2,3,7,6,1,2,1,1,0,1,2,7,1,7
1838,1,5,3,5,1,2,1,1,0,2,3,7,1,4
1839,2,,4,5,5,,3,5,3,1,1,7,1,6
1840,1,1,4,3,3,,2,5,3,2,1,5,,5
1841,2,4,7,4,8,5,1,1,0,,,7,1,1
1842,2,1,5,5,5,3,3,2,0,2,,5,1,8
1843,1,5,4,6,1,5,1,1,0,2,5,7,1,5
1844,2,1,6,3,5,,3,3,0,1,1,7,1,9
1845,2,5,2,5,1,5,1,4,0,3,1,2,3,4
1846,2,5,3,5,3,5,1,1,0,2,3,7,1,5
1847,1,5,3,5,2,5,1,3,0,1,2,7,1,6
1848,2,5,1,1,2,,1,5,2,3,1,3,1,2
1849,1,5,3,5,3,5,1,1,0,2,2,5,1,4
1850,2,2,1,2,6,5,3,8,3,3,1,5,1,6
1851,1,5,3,3,2,4,1,6,5,2,1,8,1,7
1852,2,5,2,3,4,5,1,2,0,3,1,7,1,2
1853,2,1,6,1,5,5,3,2,0,1,1,5,2,1
1854,2,5,1,2,6,1,1,6,3,3,1,7,1,1
1855,2,1,2,4,2,2,2,2,0,1,1,5,1,1
1856,2,5,2,2,6,2,1,3,1,3,1,8,3,8
1857,1,5,3,3,9,5,1,1,0,2,3,7,1,4
1858,1,3,3,5,7,2,1,2,0,2,3,5,1,4
1859,2,4,7,3,9,5,1,1,0,1,1,5,2,3
1860,2,1,4,4,1,,2,2,0,1,1,7,1,8
1861,1,1,5,3,8,5,2,3,0,1,1,7,1,7
1862,1,5,1,2,6,2,1,4,2,3,1,7,3,1
1863,1,1,4,6,1,5,2,3,1,1,2,7,1,9
1864,1,5,2,2,2,5,1,4,1,3,1,3,1,1
1865,2,2,4,4,4,5,3,,0,2,1,7,1,7
1866,2,2,4,5,1,2,1,2,0,2,3,7,1,6
1867,2,3,6,4,1,5,1,1,0,1,1,7,1,4
1868,1,5,4,6,1,4,1,1,0,2,3,7,1,4
1869,1,1,5,4,7,5,2,,0,1,1,3,1,6
1870,1,5,2,3,9,2,1,2,1,2,1,3,1,1
1871,1,5,3,5,2,2,1,1,0,2,3,3,1,6
1872,1,1,5,4,4,3,2,2,0,2,1,7,1,6
1873,2,3,4,5,1,,1,4,2,1,1,7,1,3
1874,1,5,2,3,2,,1,9,0,2,1,5,2,1
1875,1,5,2,5,6,5,1,2,0,2,3,7,1,1
1876,2,1,3,5,1,5,2,2,0,1,1,2,1,8
1877,2,5,3,3,7,,1,1,0,1,4,5,1,3
1878,1,1,5,5,1,5,3,5,3,1,2,3,1,4
1879,2,1,3,4,,5,2,4,2,1,1,7,1,6
1880,2,5,2,4,6,5,1,3,0,2,3,7,1,2
1881,2,5,3,4,1,2,1,2,0,2,3,3,1,4
1882,1,3,2,3,7,2,1,2,0,2,3,7,1,6
1883,2,4,7,5,8,,1,,0,1,1,7,1,6
1884,1,5,2,4,6,3,1,,0,2,3,5,1,3
1885,2,1,5,4,1,5,2,2,0,1,1,7,1,9
1886,1,1,3,5,7,1,3,7,5,2,1,7,1,8
1887,1,1,3,4,3,5,2,2,0,1,1,7,1,7
1888,2,2,2,3,9,5,1,4,2,2,3,5,1,1
1889,2,5,1,2,6,5,1,5,1,3,1,7,1,1
1890,1,5,2,4,3,5,1,2,0,2,3,7,1,3
1891,2,1,5,6,4,4,2,2,0,1,2,7,1,8
1892,2,5,2,2,6,5,1,4,0,1,1,3,1,8
1893,1,5,3,,9,3,1,1,0,3,1,5,1,5
1894,1,5,1,2,,5,1,2,1,3,3,7,1,1
1895,2,1,4,5,1,,2,3,1,1,1,7,1,8
1896,1,3,5,5,2,5,1,2,0,1,1,7,1,1
1897,1,5,1,2,6,4,1,6,2,3,1,2,3,1
1898,2,1,4,6,1,5,2,3,1,1,1,7,1,9
1899,2,1,4,5,1,3,2,5,3,1,1,7,1,7
1900,2,5,1,2,6,5,1,2,1,3,1,7,1,1
1901,1,5,3,3,3,,1,2,0,2,1,7,1,2
1902,1,5,2,3,3,3,1,2,0,2,3,7,1,4
1903,1,5,1,2,6,5,1,3,2,3,1,7,1,1
1904,2,3,4,6,1,5,1,4,1,1,1,3,1,9
1905,2,1,2,3,1,5,2,2,0,2,3,7,1,2
1906,1,,4,3,3,2,2,4,2,2,1,5,2,6
1907,2,1,5,5,2,5,2,4,0,1,1,3,1,8
1908,2,1,3,4,4,4,2,4,2,2,5,7,1,6
1909,2,1,3,4,1,5,2,3,1,2,1,7,1,6
1910,2,5,2,4,2,5,1,1,0,2,1,7,1,1
1911,2,1,4,5,1,5,2,2,0,1,1,7,1,9
1912,1,1,4,5,1,5,2,2,0,1,1,2,1,9
1913,2,1,4,4,1,5,2,4,1,1,1,7,1,6
1914,1,5,1,3,2,1,1,4,0,2,3,1,1,2
1915,2,5,1,2,6,3,1,3,1,3,1,7,1,1
1916,1,1,5,4,3,5,2,4,0,1,1,5,1,7
1917,2,1,7,4,5,5,3,2,0,1,1,7,1,3
1918,1,5,1,1,6,2,1,5,3,3,1,3,3,1
1919,2,5,1,2,6,5,1,5,4,3,,3,1,1
1920,2,4,7,3,5,5,1,7,5,1,1,7,1,1
1921,2,1,5,5,5,,3,2,0,2,3,7,1,6
1922,1,5,3,4,3,2,1,1,0,2,3,7,,5
1923,2,1,3,3,5,,2,2,0,1,1,3,1,4
1924,2,5,4,6,1,5,1,1,0,2,1,7,1,8
1925,1,1,5,5,5,5,3,5,2,1,1,7,1,9
1926,2,3,6,3,7,4,1,1,0,2,,7,1,5
1927,1,5,1,2,6,5,1,4,1,3,5,8,1,1
1928,1,1,4,6,1,4,2,4,2,1,1,2,1,9
1929,2,5,2,2,6,5,1,4,1,3,1,2,3,1
1930,2,1,2,3,5,5,2,2,0,2,3,,2,1
1931,1,1,5,5,1,5,2,2,0,1,2,5,,7
1932,1,3,3,4,1,2,1,,0,2,,5,1,2
1933,1,2,2,4,6,,1,2,0,2,3,7,1,1
1934,1,5,2,4,6,4,1,5,0,,,7,1,6
1935,1,1,5,5,1,4,2,2,0,1,1,7,1,7
1936,1,5,3,5,9,2,1,1,0,,5,3,1,8
1937,2,5,3,6,1,5,1,1,1,2,3,2,1,6
1938,1,5,4,4,2,3,1,,0,2,3,7,1,8
1939,2,1,3,5,5,3,3,4,2,1,1,7,1,9
1940,1,5,2,4,2,5,1,3,0,3,1,3,1,8
1941,1,2,2,3,3,3,1,2,0,2,1,7,1,4
1942,2,5,2,4,6,5,1,5,0,3,1,7,1,1
1943,1,1,5,5,3,5,3,4,2,1,1,3,1,6
1944,2,5,2,4,1,2,1,2,0,2,1,7,1,3
1945,2,2,2,3,9,4,1,3,0,2,3,7,1,3
1946,1,5,4,4,4,2,1,2,0,2,3,7,1,4
1947,1,1,3,4,7,1,2,2,0,2,3,5,1,6
1948,2,4,3,4,6,5,1,7,6,2,1,5,1,2
1949,2,5,2,3,6,5,1,4,1,3,1,7,1,8
1950,1,5,2,4,6,5,1,4,0,1,1,5,1,9
1951,2,5,1,1,9,5,1,5,3,3,1,1,1,1
1952,1,1,7,4,8,,3,2,0,2,2,7,1,5
1953,1,5,4,4,9,5,1,1,0,1,1,8,1,4
1954,2,5,2,3,4,5,1,1,0,2,1,7,1,2
1955,2,5,2,4,4,3,1,2,0,2,1,3,1,3
1956,1,1,3,5,1,1,2,2,0,2,3,7,1,6
1957,2,1,3,4,4,4,2,5,2,2,5,7,1,5
1958,2,3,6,4,4,4,1,3,0,1,1,7,1,8
1959,2,5,1,2,6,1,1,6,3,3,1,7,1,1
1960,2,5,3,3,1,5,1,1,0,2,3,3,1,2
1961,1,5,3,3,3,2,1,1,0,2,3,7,1,4
1962,1,,4,6,4,2,2,4,0,2,3,2,3,6
1963,1,5,2,2,3,3,1,6,0,2,3,5,2,2
1964,2,1,4,3,1,5,2,3,1,2,1,7,1,3
1965,2,5,2,4,2,5,1,4,0,3,1,5,2,2
1966,2,1,5,6,1,5,2,2,0,1,1,7,1,8
1967,2,1,2,3,5,5,3,4,2,2,5,7,1,2
1968,2,1,3,6,1,2,2,2,0,2,3,7,,8
1969,1,1,4,5,3,5,2,2,0,2,5,7,1,6
1970,2,5,3,4,4,5,1,2,0,1,1,3,1,6
1971,2,5,2,2,6,5,1,6,1,3,1,5,1,1
1972,1,5,2,3,9,5,1,4,0,3,1,7,1,9
1973,2,1,4,3,5,5,2,4,2,1,1,7,1,6
1974,1,5,3,4,1,5,1,6,0,,3,7,1,4
1975,1,1,5,5,8,5,1,2,0,1,1,5,1,6
1976,2,5,1,2,6,,1,5,3,3,3,3,1,1
1977,2,1,6,4,1,3,2,3,0,1,2,7,1,8
1978,2,1,3,4,,2,2,2,0,1,1,7,1,8
1979,1,3,3,2,3,5,1,4,1,2,3,5,2,3
1980,2,2,4,5,1,5,1,2,0,2,3,7,1,8
1981,1,5,1,2,9,4,1,4,0,3,5,8,1,8
1982,2,5,1,2,6,5,1,6,3,3,1,6,3,1
1983,1,3,6,4,1,5,1,2,0,1,1,7,1,8
1984,2,5,2,4,6,,1,3,1,3,1,7,1,9
1985,1,1,5,4,1,5,3,,0,1,1,1,1,9
1986,2,5,2,3,6,5,1,4,0,2,3,7,1,1
1987,1,5,2,4,6,5,1,7,0,1,1,7,1,5
1988,2,5,2,2,6,5,1,2,0,3,3,5,1,4
1989,1,1,7,4,1,,3,2,0,1,1,7,1,5
1990,2,1,6,4,8,5,3,2,0,1,1,7,1,6
1991,1,5,2,3,6,3,1,4,1,3,2,6,3,1
1992,1,1,3,4,6,5,2,2,0,2,3,3,1,4
1993,2,5,3,2,9,5,1,4,3,3,3,5,2,1
1994,1,1,5,5,1,5,2,2,0,1,1,5,1,7
1995,2,1,4,3,2,5,2,3,1,2,3,5,1,2
1996,1,1,4,4,3,4,2,4,2,2,1,3,1,4
1997,1,5,3,5,9,5,1,1,0,2,1,7,1,1
1998,1,1,4,6,1,5,2,3,0,1,1,7,1,9
1999,1,1,7,3,8,5,3,2,0,1,1,7,1,9
2000,2,1,3,5,5,5,3,5,3,1,1,7,1,7
2001,2,1,3,4,4,3,2,2,0,2,1,7,1,8
2002,1,3,6,4,1,1,1,1,0,2,3,7,1,6
